Date,Payment,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Revenue
2019-03-06,Ewallet,783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,337.15
2019-01-03,Cash,687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,42.24
2019-01-07,Credit card,126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,193.86
2019-01-27,Cash,633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,24.06
2019-02-26,Ewallet,477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,598.26
2019-01-07,Cash,566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,335.79
2019-01-07,Cash,526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,218.2
2019-02-02,Ewallet,376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,381.68
2019-03-20,Cash,537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,709.9
2019-03-20,Credit card,828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10,440.2
2019-02-15,Credit card,136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,559.68
2019-03-06,Credit card,523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37,1,37
2019-01-06,Cash,490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,15.34
2019-03-04,Ewallet,667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6,598.98
2019-03-12,Cash,565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,190.68
2019-02-20,Cash,498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,333.4
2019-03-24,Cash,593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,74.86
2019-01-31,Cash,226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,213.75
2019-01-25,Credit card,283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,339.57
2019-02-03,Cash,430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,664.16
2019-01-24,Credit card,139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,403
2019-03-14,Ewallet,558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,194.95
2019-02-18,Cash,278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,62.48
2019-01-21,Cash,316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,72.72
2019-03-13,Ewallet,585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,181.1
2019-03-03,Cash,211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,259.6
2019-03-29,Cash,727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,115.36
2019-01-10,Ewallet,744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,470.28
2019-01-25,Cash,307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,240.04
2019-01-19,Cash,779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,88.61
2019-01-02,Credit card,446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,199.64
2019-03-12,Credit card,573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,39.01
2019-02-25,Cash,735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,48.61
2019-03-18,Credit card,439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,204.76
2019-02-23,Cash,396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,119.68
2019-03-26,Ewallet,411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,505.4
2019-03-30,Cash,286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,281.61
2019-02-17,Cash,803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,710.32
2019-03-21,Ewallet,512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,79.44
2019-03-05,Cash,848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,163.82
2019-01-31,Cash,532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,479.58
2019-02-05,Ewallet,181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,138.66
2019-02-01,Credit card,870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5,71.15
2019-03-07,Cash,423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,139.95
2019-02-10,Cash,227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,781.3
2019-02-14,Cash,174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,198.74
2019-02-09,Cash,428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,63.24
2019-01-10,Cash,603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,373.95
2019-03-11,Credit card,704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,207.69
2019-02-18,Ewallet,787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,176.28
2019-02-26,Cash,649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,206.37
2019-01-18,Cash,622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,39.42
2019-02-15,Ewallet,372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,91.56
2019-03-08,Cash,563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,308.85
2019-01-17,Credit card,746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,129.12
2019-03-12,Ewallet,276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,390.96
2019-03-09,Cash,815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,498.9
2019-03-12,Cash,719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,377.04
2019-01-25,Credit card,730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,204.52
2019-03-25,Cash,340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,145.44
2019-02-07,Cash,868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,198.18
2019-02-17,Credit card,634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,98.7
2019-02-03,Cash,566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,385.1
2019-03-14,Credit card,442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,46.96
2019-03-24,Ewallet,835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7,5,73.5
2019-03-21,Credit card,527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5,142.25
2019-03-19,Ewallet,898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4,9,687.6
2019-02-24,Cash,692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,347.7
2019-03-28,Credit card,633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,142.95
2019-02-05,Credit card,374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,385.38
2019-02-10,Credit card,378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,144.27
2019-03-05,Ewallet,433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,391.79
2019-02-15,Cash,873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,538.3
2019-01-30,Ewallet,416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,485.15
2019-02-14,Cash,150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,133.95
2019-02-27,Ewallet,135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9,701.37
2019-02-04,Cash,441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,71.95
2019-01-20,Cash,725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,714
2019-03-28,Cash,531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,182.14
2019-02-27,Credit card,400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,135
2019-02-15,Credit card,860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,993
2019-01-26,Cash,834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,361.83
2019-03-14,Credit card,115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,383.11
2019-03-02,Cash,565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27,9,243
2019-03-04,Cash,320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,30.24
2019-01-07,Credit card,889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,356.56
2019-03-08,Credit card,632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,375.5
2019-01-09,Cash,554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,954.4
2019-03-01,Ewallet,453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,82.5
2019-03-16,Cash,578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,74.97
2019-02-17,Credit card,612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,647.68
2019-02-27,Cash,605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,755.76
2019-03-07,Ewallet,471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,199.58
2019-01-21,Cash,462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,439.32
2019-02-19,Cash,272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,164.96
2019-01-06,Cash,834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,326.72
2019-03-14,Cash,122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,461.88
2019-03-24,Cash,468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,263.76
2019-01-27,Cash,613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,143.6
2019-03-06,Credit card,254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,9,193.5
2019-02-02,Cash,201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,183.82
2019-01-25,Credit card,261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,121.92
2019-03-14,Ewallet,730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,420.66
2019-01-29,Cash,382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,252.48
2019-01-03,Credit card,422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,335.45
2019-01-14,Ewallet,667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,483.5
2019-01-05,Credit card,843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,318.42
2019-02-22,Ewallet,743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,668.43
2019-02-06,Ewallet,595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,387.92
2019-01-30,Credit card,182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,94.6
2019-01-11,Credit card,289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,329.32
2019-03-19,Cash,462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,53.22
2019-01-14,Cash,868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,498.45
2019-03-01,Ewallet,153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,299.56
2019-01-06,Ewallet,662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,204.7
2019-01-31,Cash,525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,75.82
2019-03-11,Cash,689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,280.62
2019-02-20,Credit card,725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,323.2
2019-01-27,Ewallet,394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,486.63
2019-03-10,Credit card,596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,127.54
2019-02-15,Cash,541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,241.44
2019-01-26,Cash,173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,379.5
2019-02-13,Ewallet,563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,76.82
2019-03-09,Credit card,308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,522.6
2019-03-06,Ewallet,885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,79.74
2019-01-24,Ewallet,726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,387.5
2019-03-13,Ewallet,316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,271.35
2019-03-15,Cash,760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,122.31
2019-03-05,Credit card,793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,246.36
2019-03-04,Cash,346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,173.16
2019-03-25,Credit card,110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,236.58
2019-03-12,Credit card,651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,184.88
2019-02-04,Ewallet,236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,13.98
2019-02-22,Ewallet,831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,198.75
2019-02-16,Ewallet,587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,684.53
2019-01-19,Credit card,882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,269.04
2019-01-11,Credit card,732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,68.95
2019-01-04,Cash,725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,274.84
2019-03-04,Ewallet,256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,226.12
2019-01-28,Ewallet,372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,119.1
2019-01-02,Cash,244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,342.1
2019-01-25,Ewallet,569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,43.74
2019-01-04,Cash,132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,104.85
2019-03-10,Ewallet,696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,77.52
2019-03-22,Ewallet,472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,407.44
2019-01-25,Ewallet,268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,96.11
2019-01-08,Credit card,750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,181.52
2019-01-22,Ewallet,186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,81.51
2019-01-12,Ewallet,848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,114.44
2019-02-04,Cash,745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,176.54
2019-03-28,Ewallet,266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,115.8
2019-01-23,Cash,740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,252.15
2019-02-08,Credit card,271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,972.1
2019-03-19,Credit card,301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,203.36
2019-03-09,Cash,489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,16.28
2019-01-02,Cash,198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,365.49
2019-01-21,Cash,269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,372.19
2019-03-20,Credit card,650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3,62.61
2019-02-27,Cash,741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,336.35
2019-03-08,Ewallet,325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,906.5
2019-01-31,Credit card,286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,138.16
2019-03-08,Ewallet,574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,86.54
2019-01-13,Ewallet,459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,140.76
2019-03-09,Credit card,616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,668.78
2019-02-22,Credit card,837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,47.44
2019-03-19,Ewallet,751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,893.16
2019-01-20,Ewallet,257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,331.72
2019-03-08,Credit card,345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,203.94
2019-03-08,Ewallet,549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,68.16
2019-02-07,Credit card,810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,326.88
2019-01-15,Cash,450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,87.2
2019-03-22,Credit card,394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,707.44
2019-01-15,Credit card,138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,802.89
2019-01-08,Ewallet,192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,12.78
2019-01-15,Cash,301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,133.7
2019-01-28,Credit card,390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,19.15
2019-02-14,Credit card,235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,276.6
2019-03-10,Credit card,453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,137.22
2019-01-12,Credit card,296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,27.07
2019-03-26,Credit card,449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,39.12
2019-01-01,Cash,891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,448.26
2019-01-02,Cash,744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,132.06
2019-03-16,Ewallet,727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5,318.05
2019-03-03,Ewallet,568-88-3448,A,Yangon,Normal,Male,Health and beauty,25,1,25
2019-01-31,Cash,187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4,83.08
2019-02-13,Cash,767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5,147.8
2019-02-15,Credit card,710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,696.6
2019-02-07,Cash,533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,793.9
2019-01-27,Cash,325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,465.7
2019-02-23,Credit card,729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,35.89
2019-02-03,Cash,639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,202.6
2019-03-03,Credit card,234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10,730.5
2019-02-03,Cash,326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,295.8
2019-03-17,Cash,320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,22.62
2019-03-28,Credit card,470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5,256.7
2019-03-02,Credit card,878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55,10,545.5
2019-02-08,Credit card,440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,260.05
2019-03-22,Cash,554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6,222.12
2019-02-09,Ewallet,746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,21.58
2019-02-15,Cash,233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,98.84
2019-01-23,Ewallet,767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,502.62
2019-01-25,Cash,340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,160.2
2019-02-02,Credit card,405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,431.3
2019-03-30,Cash,731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8,580.56
2019-03-30,Cash,676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,5,322.2
2019-02-25,Credit card,502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,195.54
2019-03-18,Credit card,485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,166.3
2019-03-07,Ewallet,598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,336.28
2019-03-16,Ewallet,701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10,343.7
2019-01-29,Ewallet,575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,38.6
2019-02-02,Cash,541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,527.76
2019-02-15,Cash,246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,328
2019-01-08,Ewallet,674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,185.7
2019-02-12,Cash,305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,603.8
2019-01-01,Credit card,493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10,369.8
2019-03-21,Ewallet,438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4,197.96
2019-02-28,Cash,709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,410.9
2019-03-23,Ewallet,795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4,148.6
2019-01-30,Cash,556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,22.96
2019-02-04,Ewallet,627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,699.12
2019-03-13,Ewallet,686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,69.4
2019-03-15,Credit card,510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,196.6
2019-03-05,Ewallet,608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8,202.56
2019-03-05,Credit card,148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,121.2
2019-02-26,Ewallet,437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,199.78
2019-03-20,Cash,632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8,607.36
2019-01-01,Cash,556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,126.44
2019-01-27,Cash,862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,541.44
2019-01-21,Cash,401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1,98.13
2019-02-02,Cash,420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,412.16
2019-02-03,Credit card,277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1,73.97
2019-01-05,Ewallet,573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,31.9
2019-01-27,Ewallet,620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,138.8
2019-03-25,Cash,282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2,186.62
2019-02-25,Credit card,511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1,88.45
2019-01-28,Ewallet,726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8,193.44
2019-01-08,Cash,387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,145.5
2019-01-29,Credit card,862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,6,504.3
2019-03-29,Cash,291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5,306.45
2019-02-09,Credit card,602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,95.7
2019-01-16,Credit card,347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7,635.18
2019-01-05,Ewallet,209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,214.55
2019-01-27,Ewallet,595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,379.96
2019-03-14,Cash,189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7,696.85
2019-02-23,Credit card,503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,408.73
2019-03-18,Ewallet,413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,51.47
2019-03-29,Ewallet,425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5,274.3
2019-01-22,Credit card,521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,196.95
2019-03-01,Ewallet,220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,69.46
2019-01-17,Credit card,600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92,5,359.6
2019-03-26,Credit card,734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71,3,137.13
2019-03-20,Cash,451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,499.02
2019-02-06,Credit card,609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,224.64
2019-01-01,Cash,133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62.87,2,125.74
2019-01-27,Credit card,534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6,490.26
2019-02-25,Ewallet,719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,5,457.05
2019-01-16,Credit card,286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,156.84
2019-01-13,Ewallet,339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2,119.72
2019-02-07,Credit card,827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10,543.6
2019-02-17,Cash,827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9,882.81
2019-02-12,Ewallet,287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6,152.58
2019-01-24,Credit card,435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8,693.44
2019-02-06,Ewallet,857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,229.5
2019-03-26,Ewallet,236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.31,9,146.79
2019-03-11,Ewallet,892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,141.6
2019-02-07,Ewallet,583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,116.69
2019-01-05,Credit card,339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1,73.96
2019-03-07,Ewallet,643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,97.94
2019-02-25,Credit card,308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,292.2
2019-02-01,Ewallet,358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48,6,524.88
2019-01-22,Ewallet,460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,92.04
